time,kinetic_energy,gravitational_potential_energy,total_energy,viscous_dissipation,cumulative_dissipation_midpoint,energy_balance_residual,energy_balance_relative,step_energy_residual,max_step_energy_residual,max_step_energy_increase,divergence_l2,divergence_relative,weak_divergence_l2,surface_integral,volume_error,eta_left,eta_right,contact_error,max_slope,slope_left,slope_right,left_u_max,left_w_max,right_u_max,right_w_max,bottom_u_max,bottom_w_max
0.0,0.0,0.003987634663999196,0.003987634663999196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.087089182034596e-18,0.0,-0.03492076949174773,0.03492076949174773,0.0,0.034920769491749,0.034920769491746634,0.03492076949174599,0.0,0.0,0.0,0.0,0.0,0.0
0.025,3.8195173606074845e-05,0.003948759734610157,0.003986954908216232,6.874902249832642e-05,6.79755782964934e-07,8.673617379884035e-19,2.1751283933281065e-16,2.976262018414798e-19,1.0252026881145472e-18,0.0,0.002498119921371954,0.031017262172305854,1.982442857416914e-15,-1.4907779871675686e-18,5.963111948670274e-19,-0.03492076949174773,0.03492076949174773,0.0,0.07896522486624373,0.07718152788965843,0.07896522486624373,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.00014864946881125768,0.003835092180459511,0.003983741649270769,0.00019522582796609116,3.893014728427657e-06,0.0,0.0,3.774590571201976e-19,1.4162920273683936e-18,0.0,0.003931413619493727,0.029146824266917244,2.4764099383244925e-15,-6.505213034913027e-19,1.4365678785432934e-18,-0.03492076949174773,0.03492076949174773,0.0,0.1689275809299827,0.16215173402033237,0.1689275809299827,0.0,0.0,0.0,0.0,0.0,0.0
0.075,0.00032437141679619706,0.003652557496393157,0.003976928913189354,0.00035401787837251213,1.0705750809843507e-05,1.734723475976807e-18,4.350256786656213e-16,8.562444305556909e-19,1.4162920273683936e-18,0.0,0.005217404647808999,0.028848477849033563,3.2718468455315714e-15,-6.505213034913027e-19,1.4365678785432934e-18,-0.03492076949174773,0.03492076949174773,0.0,0.29390664283427537,0.28017859104373605,0.29390664283427537,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0005565641791825371,0.003409322077524617,0.003965886256707154,0.0005317048288318558,2.1748407292042543e-05,0.0,0.0,-1.3044307387716225e-19,1.4162920273683936e-18,0.0,0.006464893585374429,0.029268312117921497,4.083563583931207e-15,-5.963111948670274e-19,1.4907779871675686e-18,-0.03492076949174773,0.03492076949174773,0.0,0.45137363221585985,0.42911975531103885,0.45137363221585985,0.0,0.0,0.0,0.0,0.0,0.0
